Time,Eps,-Eps,Error,Actuator-Eps,Actuator,Actuator+Eps,Sensor
4.327,5.0,-5.0,-0.883887950302,94.856949024,99.856949024,104.856949024,100.810552715
4.338,5.0,-5.0,-0.953603691161,94.2598948679,99.2598948679,104.259894868,100.458989218
4.351,5.0,-5.0,-1.44458500946,93.0657865557,98.6628407118,103.065786556,100.107425721
4.365,5.0,-5.0,-1.69007566861,92.4687323996,97.4687323996,102.4687324,99.3164078531
4.379,5.0,-5.0,-1.40822108232,91.8716782435,96.8716782435,101.871678244,98.8769534819
4.391,5.0,-5.0,-2.25076589757,90.6775699313,96.2746240874,100.677569931,98.525389985
4.402,5.0,-5.0,-2.32048163843,90.0208130917,95.6775699313,100.020813092,97.9980515697
4.412,5.0,-5.0,-2.53778410687,89.4834684493,95.0208130917,99.4834684493,97.0312519531
4.424,5.0,-5.0,-2.54778350382,88.8267116096,93.8267116096,98.8267116096,96.4160158334
4.436,5.0,-5.0,-2.58930422378,88.2296574535,93.2296574535,98.2296574535,95.8007865439
4.448,5.0,-5.0,-2.5711290904,87.6326032974,92.6326032974,97.6326032974,95.1855504242
4.46,5.0,-5.0,-2.44687428902,86.4384949852,92.0355491413,97.0355491413,94.4824234303
4.471,5.0,-5.0,-2.34080145121,85.8414408291,91.4384949852,95.8414408291,93.7792964364
4.482,5.0,-5.0,-2.32262631783,85.8414408291,90.8414408291,95.8414408291,93.1640671469
4.495,5.0,-5.0,-2.21655348002,84.6473325169,90.244386673,94.6473325169,91.7578131591
4.506,5.0,-5.0,-2.11048064221,84.0502783608,89.6473325169,94.0502783608,90.9668021211
4.517,5.0,-5.0,-1.91652376035,83.4532242047,89.0502783608,93.4532242047,90.3515660014
4.529,5.0,-5.0,-1.89834179678,82.8561700486,87.8561700486,92.8561700486,89.6484390075
4.54,5.0,-5.0,-1.17703283929,82.2591158924,87.2591158924,92.2591158924,89.0332028878
4.55,5.0,-5.0,-1.07096683167,81.6620617363,86.6620617363,91.6620617363,88.3300827241
4.561,5.0,-5.0,-1.64983902421,81.0650075802,86.0650075802,91.0650075802,87.7148466044
4.572,5.0,-5.0,-1.80743880911,79.870899268,85.4679534241,90.4679534241,87.2753922332
4.584,5.0,-5.0,-1.87714771978,79.2738451119,84.870899268,89.2738451119,86.3085994468
4.596,5.0,-5.0,-2.03475433488,78.6767909558,83.6767909558,88.6767909558,85.7812542013
4.608,5.0,-5.0,-2.10446324555,78.0797367997,83.0797367997,88.0797367997,85.3417998302
4.619,5.0,-5.0,-2.33177194113,77.4826826436,82.4826826436,87.4826826436,84.8144545847
4.63,5.0,-5.0,-1.80442669569,76.8856284875,81.8856284875,86.8856284875,84.2871093393
4.641,5.0,-5.0,-2.47119659266,75.6318174917,81.2885743314,86.2885743314,83.759770924
4.652,5.0,-5.0,-2.6884990611,75.0347633356,80.6318174917,85.0347633356,83.3203165528
4.663,5.0,-5.0,-2.75820797177,74.4377091795,80.0347633356,84.4377091795,82.2656260619
4.675,5.0,-5.0,-2.82791688244,73.8406550234,78.8406550234,83.8406550234,81.562499068
4.687,5.0,-5.0,-2.72184404463,73.2436008673,78.2436008673,83.2436008673,81.0351606528
4.698,5.0,-5.0,-2.08843279157,72.6465467112,77.6465467112,82.6465467112,80.3320336589
4.708,5.0,-5.0,-2.68548694768,72.0494925551,77.0494925551,82.0494925551,79.6289066649
4.719,5.0,-5.0,-2.57941410987,71.452438399,76.452438399,81.452438399,78.837895627
4.731,5.0,-5.0,-1.77022110833,70.8553842429,75.8553842429,80.8553842429,78.2226595073
4.743,5.0,-5.0,-2.34909330086,70.2583300868,75.2583300868,80.2583300868,77.6074233876
4.753,5.0,-5.0,-2.33091133729,69.0642217745,74.6612759307,79.6612759307,76.9921872679
4.765,5.0,-5.0,-2.31273620391,68.4671676184,74.0642217745,79.0642217745,76.3769579785
4.776,5.0,-5.0,-2.29455424034,67.8701134623,73.4671676184,77.8701134623,75.7617218588
4.787,5.0,-5.0,-2.36426315101,67.2730593062,72.8701134623,77.2730593062,74.7070313679
4.799,5.0,-5.0,-2.43397206168,66.6760051501,71.6760051501,76.6760051501,74.0918020784
4.81,5.0,-5.0,-1.88845168286,66.078950994,71.078950994,76.078950994,73.564456833
4.822,5.0,-5.0,-2.55521474964,65.4818968379,70.4818968379,75.4818968379,73.0371115875
4.833,5.0,-5.0,-2.62492366031,64.2877885257,69.8848426818,74.8848426818,72.5097663421
4.844,5.0,-5.0,-2.69463257098,63.6907343696,69.2877885257,73.6907343696,71.9824210967
4.855,5.0,-5.0,-2.67645743759,63.0936802135,68.6907343696,73.0936802135,71.3671918072
4.866,5.0,-5.0,-2.74616634826,62.4966260574,67.4966260574,72.4966260574,70.3125013163
4.878,5.0,-5.0,-2.81587525893,61.8995719013,66.8995719013,71.8995719013,69.7851560709
4.89,5.0,-5.0,-2.27035488011,60.6457609055,66.3025177451,71.3025177451,69.1699267814
4.903,5.0,-5.0,-2.82103888194,60.0487067494,65.6457609055,70.6457609055,68.4667997874
4.914,5.0,-5.0,-2.89074779261,59.4516525933,65.0487067494,69.4516525933,67.939454542
4.926,5.0,-5.0,-2.7846749548,58.8545984372,64.4516525933,68.8545984372,66.6210982586
4.938,5.0,-5.0,-2.76649982142,58.2575442811,63.8545984372,68.2575442811,66.0058621389
4.951,5.0,-5.0,-2.74831785785,57.660490125,62.660490125,67.660490125,65.214851101
4.962,5.0,-5.0,-1.93912485631,57.0634359689,62.0634359689,67.0634359689,64.5996149813
4.973,5.0,-5.0,-2.60588792309,56.4663818128,61.4663818128,66.4663818128,64.0722697358
4.985,5.0,-5.0,-2.58770595952,55.2722735005,60.8693276566,65.8693276566,63.4570336162
4.997,5.0,-5.0,-2.65741487019,54.6752193444,60.2722735005,64.6752193444,62.9296883707
5.008,5.0,-5.0,-2.72712378086,54.0781651883,59.6752193444,64.0781651883,61.7871070056
5.02,5.0,-5.0,-2.70894181729,53.4811110322,58.4811110322,63.4811110322,61.2597617602
5.032,5.0,-5.0,-2.2513191429,52.8840568761,57.8840568761,62.8840568761,60.7324301751
5.044,5.0,-5.0,-2.91807879458,52.2870061351,57.2870061351,62.2870061351,60.2050849297
5.056,5.0,-5.0,-2.98778429015,51.0929046531,56.6899553941,61.0929046531,59.0625035646
5.067,5.0,-5.0,-2.96959891149,50.4958539121,56.0929046531,60.4958539121,58.5351583191
5.079,5.0,-5.0,-3.03930440706,49.898803171,54.898803171,59.898803171,57.9199221994
5.091,5.0,-5.0,-2.40588290872,49.30175243,54.30175243,59.30175243,57.3046860798
5.104,5.0,-5.0,-2.98474827107,48.0479448494,53.704701689,58.704701689,56.6894499601
5.115,5.0,-5.0,-3.02626899103,47.4508941084,53.0479448494,58.0479448494,56.0742138404
5.126,5.0,-5.0,-3.09598814698,46.8538433673,52.4508941084,56.8538433673,55.5468822553
5.136,5.0,-5.0,-2.98991189408,46.2567926263,51.8538433673,56.2567926263,54.2285191417
5.147,5.0,-5.0,-2.97172651541,45.6597418853,50.6597418853,55.6597418853,53.6132830221
5.159,5.0,-5.0,-2.95354113675,45.0626911443,50.6597418853,55.0626911443,52.9980469024
5.17,5.0,-5.0,-2.93535575808,44.4656404033,49.4656404033,54.4656404033,52.3828107827
5.187,5.0,-5.0,-2.89898500075,43.2715389213,48.8685896623,53.2715389213,51.767574663
5.201,5.0,-5.0,-2.96869049633,42.6744881803,47.6744881803,52.6744881803,50.7128978325
5.215,5.0,-5.0,-3.02022427362,41.4803866982,47.0774374392,52.0774374392,50.0976617129
5.228,5.0,-5.0,-3.08992976919,40.8833359572,46.4803866982,50.8833359572,49.042971222
5.241,5.0,-5.0,-3.15963526476,40.2862852162,45.2862852162,50.2862852162,48.4277351023
5.253,5.0,-5.0,-2.61410464066,39.6892344752,44.6892344752,49.6892344752,47.9003898569
5.264,5.0,-5.0,-3.19297000301,38.4951329932,44.0921837342,49.0921837342,47.2851537372
5.276,5.0,-5.0,-3.26267549858,37.8980822522,43.4951329932,48.4951329932,46.7578084917
5.287,5.0,-5.0,-3.2445037803,37.3010315111,42.8980822522,47.3010315111,46.1425860325
5.299,5.0,-5.0,-3.22631840163,36.7039807701,41.7039807701,46.7039807701,44.9121137931
5.311,5.0,-5.0,-3.20813302297,36.1069300291,41.1069300291,46.1069300291,44.3847685477
5.323,5.0,-5.0,-3.17176226564,35.5098792881,40.5098792881,45.5098792881,43.6816415537
5.334,5.0,-5.0,-3.24146776121,34.3157778061,39.9128285471,44.9128285471,43.1542963083
5.346,5.0,-5.0,-3.22328238254,33.6590209664,39.3157778061,44.3157778061,42.5390601886
5.357,5.0,-5.0,-3.35269397675,33.0619702254,38.0619702254,43.0619702254,41.3086016096
5.369,5.0,-5.0,-3.24663138422,32.4649194844,38.0619702254,42.4649194844,41.3086016096
5.381,5.0,-5.0,-3.3163368798,31.8678687434,36.8678687434,41.8678687434,39.990238496
5.393,5.0,-5.0,-3.12236975265,31.2708180024,36.2708180024,41.2708180024,39.4628932506
5.404,5.0,-5.0,-2.57683912855,30.6737672614,35.6737672614,40.6737672614,38.8476571309
5.415,5.0,-5.0,-2.55865374988,30.0767165204,35.0767165204,40.0767165204,38.2324210113
5.426,5.0,-5.0,-3.13751911223,29.4796657793,34.4796657793,39.4796657793,37.6171848916
5.437,5.0,-5.0,-3.11933373357,28.2855642973,33.8826150383,38.2855642973,37.0019487719
5.449,5.0,-5.0,-3.18905288952,27.6885135563,33.2855642973,37.6885135563,36.4746171868
5.461,5.0,-5.0,-3.25875838509,27.0914628153,32.0914628153,37.0914628153,35.2441449475
5.472,5.0,-5.0,-3.15268213219,26.4944120743,31.4944120743,36.4944120743,34.716799702
5.484,5.0,-5.0,-3.2042022491,25.8973613333,30.8973613333,35.8973613333,34.1015635824
5.497,5.0,-5.0,-3.27390774467,24.7032598512,30.3003105923,34.7032598512,33.5742183369
5.51,5.0,-5.0,-3.25572236601,24.1062091102,29.7032598512,34.1062091102,32.4316369718
5.522,5.0,-5.0,-3.32542786158,23.5091566617,28.5091566617,33.5091566617,31.8164008521
5.533,5.0,-5.0,-2.60413085693,22.9121042131,27.9121042131,32.9121042131,31.1132875186
5.544,5.0,-5.0,-2.67383806005,22.3150517645,27.3150517645,32.3150517645,30.5859422732
5.555,5.0,-5.0,-3.31241122857,21.0612424763,26.6582949249,31.6582949249,29.9707061535
5.566,5.0,-5.0,-3.38211843169,21.0612424763,26.0612424763,31.0612424763,29.443360908
5.577,5.0,-5.0,-3.45182563482,20.4641900278,25.4641900278,30.4641900278,28.9160156626
5.589,5.0,-5.0,-3.25786021522,19.2700851307,24.8671375792,29.2700851307,27.4218708005
5.601,5.0,-5.0,-3.15178566986,18.6730326821,24.2700851307,28.6730326821,26.8945255551
5.612,5.0,-5.0,-3.22149287298,18.0759802335,23.0759802335,28.0759802335,26.2793030958
5.624,5.0,-5.0,-3.20332286224,17.478927785,22.478927785,27.478927785,25.7519578503
5.635,5.0,-5.0,-2.56990307145,16.8818753364,21.8818753364,26.8818753364,25.0488308564
5.646,5.0,-5.0,-3.23666272313,16.2848228879,21.2848228879,26.2848228879,24.521485611
5.657,5.0,-5.0,-3.21847905201,15.0907179907,20.6877704393,25.6877704393,23.9062494913
5.669,5.0,-5.0,-3.20029538089,14.4936655422,20.0907179907,24.4936655422,22.675777252
5.681,5.0,-5.0,-3.18211170978,13.8966130936,18.8966130936,23.8966130936,22.2363228808
5.695,5.0,-5.0,-2.72448732784,13.2995606451,18.2995606451,23.2995606451,21.6211004215
5.706,5.0,-5.0,-2.70630365672,12.7025081965,17.7025081965,22.7025081965,21.0058643018
5.717,5.0,-5.0,-3.28517243416,11.5084032994,17.1054557479,22.1054557479,20.3906281821
5.729,5.0,-5.0,-3.35487963728,10.9113508508,16.5084032994,20.9113508508,19.8632829367
5.739,5.0,-5.0,-3.33669596617,10.3142984023,15.9113508508,20.3142984023,18.6328106973
5.75,5.0,-5.0,-3.31851229505,9.7172459537,15.3142984023,19.7172459537,18.0175745776
5.762,5.0,-5.0,-3.30032862393,9.12019435891,14.1201943589,19.1201943589,17.402338458
5.773,5.0,-5.0,-2.75481251398,8.52314276413,13.5231427641,18.5231427641,16.8750068729
5.784,5.0,-5.0,-2.73662798909,7.86638592448,12.8663859245,17.8663859245,16.2597707532
5.795,5.0,-5.0,-3.2873094296,7.2693343297,12.2693343297,17.2693343297,15.5566437593
5.807,5.0,-5.0,-3.26912490471,6.07523114012,11.6722827349,16.6722827349,14.9414076396
5.818,5.0,-5.0,-3.16304950558,5.47817954534,11.0752311401,15.4781795453,14.2382806457
5.829,5.0,-5.0,-3.14486498068,4.88112795055,10.4781795453,15.4781795453,13.623044526
5.841,5.0,-5.0,-3.12668045579,4.28407635577,9.88112795055,14.2840763558,13.0078084063
5.853,5.0,-5.0,-3.1084959309,3.68702476098,8.68702476098,13.687024761,11.6894589531
5.866,5.0,-5.0,-2.47508894671,3.08997316619,8.08997316619,13.0899731662,11.1621137077
5.879,5.0,-5.0,-3.0539560166,1.89586954973,7.49292157141,12.4929215714,10.546877588
5.891,5.0,-5.0,-3.12366279284,1.29881752806,6.89586954973,11.2988175281,9.40429622289
5.905,5.0,-5.0,-3.10547869484,0.701765506385,5.70176550639,10.7017655064,8.78906010322
5.916,5.0,-5.0,-2.55994935139,0.104713484712,5.10471348471,10.1047134847,8.26171485778
5.928,5.0,-5.0,-3.13881727506,-1.08939055863,4.50766146304,9.50766146304,7.6464787381
5.94,5.0,-5.0,-3.20853771167,-1.68644258031,3.91060944137,8.31355741969,7.11914715304
5.951,5.0,-5.0,-3.19035361367,-2.28349460198,3.31355741969,7.71650539802,5.88867491368
5.962,5.0,-5.0,-3.17216951566,-2.88054641021,2.11945358979,7.11945358979,5.27343879401
5.973,5.0,-5.0,-3.15398520422,-3.47759821844,1.52240178156,6.52240178156,4.65820267433
5.984,5.0,-5.0,-3.13580089277,-4.07465013339,0.925349866607,5.92534986661,3.95507568041
5.995,5.0,-5.0,-2.41448969412,-4.67170204834,0.328297951655,5.32829795166,3.33983956073
6.006,5.0,-5.0,-2.99335740435,-5.2687539633,-0.268753963297,4.7312460367,2.72460344105
6.018,5.0,-5.0,-3.06307773424,-6.4628577932,-0.865805878248,3.5371422068,2.19727185599
6.029,5.0,-5.0,-3.04489352951,-7.11961473956,-1.4628577932,2.88038526044,1.58203573632
6.04,5.0,-5.0,-3.0864143562,-7.71666676124,-2.71666676124,2.28333323876,0.439454371199
6.052,5.0,-5.0,-3.15612113244,-8.31371878291,-3.31371878291,1.68628121709,-0.263672622719
6.063,5.0,-5.0,-3.05004616019,-8.91077080458,-3.31371878291,1.08922919542,-0.878908742397
6.074,5.0,-5.0,-3.03186206219,-9.50782282626,-4.50782282626,0.492177173742,-1.49414486208
6.087,5.0,-5.0,-2.31055097026,-10.1048748479,-5.10487484793,-0.104874847931,-2.19727185599
6.1,5.0,-5.0,-3.06521430279,-11.2989788913,-5.7019268696,-0.701926869604,-2.63671256681
6.111,5.0,-5.0,-2.95913933055,-11.896030913,-6.29897889128,-1.89603091295,-3.33983956073
6.122,5.0,-5.0,-2.94095523254,-12.4930829346,-6.89603091295,-2.49308293462,-4.48242092585
6.134,5.0,-5.0,-3.01066200878,-13.0901345294,-8.09013452941,-3.09013452941,-5.09765704553
6.146,5.0,-5.0,-2.99247748389,-13.6871861242,-8.6871861242,-3.6871861242,-5.62500229096
6.16,5.0,-5.0,-3.04399930834,-14.8812893138,-9.28423771898,-4.28423771898,-6.24023841064
6.171,5.0,-5.0,-3.11370565769,-15.4783409086,-9.88128931377,-5.47834090856,-6.76758365608
6.182,5.0,-5.0,-3.09553479318,-16.0753925033,-10.4783409086,-6.07539250334,-7.99804223506
6.195,5.0,-5.0,-3.07735026829,-16.6724440981,-11.6724440981,-6.67244409813,-8.61327835474
6.205,5.0,-5.0,-3.05916574339,-17.2694956929,-12.2694956929,-7.26949569292,-9.14062360017
6.216,5.0,-5.0,-2.42574509882,-17.8665472877,-12.8665472877,-7.8665472877,-9.84375059409
6.228,5.0,-5.0,-3.09250304296,-18.4635988825,-13.4635988825,-8.46359888249,-10.3710958395
6.239,5.0,-5.0,-3.07431851807,-19.6577020721,-14.0606504773,-9.65770207206,-10.9863319592
6.252,5.0,-5.0,-2.96824311894,-20.2547545206,-14.6577020721,-10.2547545206,-12.1289133243
6.264,5.0,-5.0,-3.1258411963,-20.9115113603,-15.9115113603,-10.9115113603,-12.8320266579
6.276,5.0,-5.0,-2.46424858272,-21.5085638088,-16.5085638088,-11.5085638088,-13.4472627775
6.288,5.0,-5.0,-3.04311736017,-22.7026687059,-17.1056162574,-12.1056162574,-14.0624988972
6.299,5.0,-5.0,-3.11282456329,-23.2997211545,-17.7026687059,-13.2997211545,-14.5898441427
6.309,5.0,-5.0,-3.00675001793,-23.8967736031,-18.2997211545,-13.8967736031,-15.2929711366
6.32,5.0,-5.0,-2.98856634681,-24.4938260516,-18.8967736031,-14.4938260516,-15.9082072563
6.332,5.0,-5.0,-2.97038267569,-25.0908785002,-20.0908785002,-15.0908785002,-17.1386658352
6.343,5.0,-5.0,-2.95221266495,-25.6879309487,-20.0908785002,-15.6879309487,-17.7539019549
6.359,5.0,-5.0,-2.23090199992,-26.8820358459,-21.2849833973,-16.2849833973,-18.4570289488
6.375,5.0,-5.0,-2.8976616516,-27.4790882944,-22.4790882944,-17.4790882944,-19.5996103139
6.389,5.0,-5.0,-2.35213273504,-28.6731931915,-23.076140743,-18.076140743,-20.1269555594
6.402,5.0,-5.0,-2.93100151249,-29.2702456401,-23.6731931915,-19.2702456401,-20.7421916791
6.414,5.0,-5.0,-2.91281784137,-29.8672980887,-24.2702456401,-19.8672980887,-21.972650258
6.425,5.0,-5.0,-2.89464783063,-30.4643505372,-25.4643505372,-20.4643505372,-22.5878863777
6.437,5.0,-5.0,-2.26122803983,-31.0614029858,-26.0614029858,-21.0614029858,-23.2031224974
6.45,5.0,-5.0,-2.84009681728,-32.2555078829,-26.6584554343,-22.2555078829,-23.8183586171
6.461,5.0,-5.0,-2.73402227192,-32.8525603315,-27.2555078829,-22.8525603315,-24.521485611
6.473,5.0,-5.0,-2.80372947504,-33.44961278,-27.8525603315,-23.44961278,-25.0488308564
6.485,5.0,-5.0,-2.69765492968,-34.046663521,-29.046663521,-24.046663521,-26.36719397
6.497,5.0,-5.0,-2.15213796596,-34.7034203607,-29.7034203607,-24.7034203607,-26.8945255551
6.506,5.0,-5.0,-2.10576781168,-35.3004711017,-30.3004711017,-25.3004711017,-27.597652549
6.518,5.0,-5.0,-2.77252404827,-35.8975218427,-30.8975218427,-25.8975218427,-28.1249977944
6.529,5.0,-5.0,-2.66644779537,-36.4945725837,-31.4945725837,-26.4945725837,-28.8281247884
6.539,5.0,-5.0,-2.73615329094,-37.0916233247,-32.0916233247,-27.0916233247,-29.3554700338
6.551,5.0,-5.0,-2.71796791227,-38.2857248068,-32.6886740658,-27.6886740658,-29.9707061535
6.564,5.0,-5.0,-2.69978253361,-38.8827755478,-33.2857248068,-28.8827755478,-30.5859422732
6.575,5.0,-5.0,-2.5937062807,-39.4798262888,-33.8827755478,-29.4798262888,-31.9042917264
6.588,5.0,-5.0,-2.57553456242,-40.0768770298,-35.0768770298,-30.0768770298,-32.519527846
6.6,5.0,-5.0,-1.94211306407,-40.6739277708,-35.6739277708,-30.6739277708,-33.1347639657
6.61,5.0,-5.0,-2.60886930066,-41.2709785118,-36.2709785118,-31.2709785118,-33.6621092112
6.621,5.0,-5.0,-2.67857479624,-41.8680292528,-36.8680292528,-31.8680292528,-34.1894544566
6.632,5.0,-5.0,-2.66038941757,-43.0621307349,-37.4650799939,-32.4650799939,-34.8046905763
6.644,5.0,-5.0,-2.73009491315,-43.6591814759,-38.0621307349,-33.6591814759,-35.9472719414
6.655,5.0,-5.0,-2.71190953448,-44.2562322169,-38.6591814759,-34.2562322169,-36.5624944007
6.666,5.0,-5.0,-2.69373781619,-44.8532829579,-39.8532829579,-34.8532829579,-37.0898396461
6.677,5.0,-5.0,-2.14820719209,-45.4503336989,-40.4503336989,-35.4503336989,-37.7050757658
6.689,5.0,-5.0,-2.7452579331,-46.6444351809,-41.0473844399,-36.0473844399,-38.4082027597
6.701,5.0,-5.0,-2.53310542729,-47.241485922,-41.6444351809,-37.241485922,-39.1113297537
6.713,5.0,-5.0,-2.60281092287,-47.8982427616,-42.241485922,-37.8982427616,-39.6386749991
6.725,5.0,-5.0,-2.64433164283,-48.4952935026,-43.4952935026,-38.4952935026,-40.8691472384
6.736,5.0,-5.0,-2.62614626417,-49.0923442436,-43.4952935026,-39.0923442436,-41.4843696977
6.748,5.0,-5.0,-2.60797454588,-49.6893949846,-44.6893949846,-39.6893949846,-42.1874966917
6.76,5.0,-5.0,-2.48371291431,-50.2864457257,-45.2864457257,-40.2864457257,-42.8027328113
6.77,5.0,-5.0,-2.64130928412,-51.4805472077,-45.8834964667,-40.8834964667,-43.2421871825
6.781,5.0,-5.0,-2.53523303122,-51.4805472077,-46.4805472077,-41.4805472077,-43.9453141765
6.793,5.0,-5.0,-2.51704765255,-52.6746486897,-47.0775979487,-42.0775979487,-44.5605502961
6.804,5.0,-5.0,-2.41097139965,-53.2716994307,-47.6746486897,-43.2716994307,-45.2636772901
6.815,5.0,-5.0,-2.39278602098,-53.8687501717,-48.2716994307,-43.8687501717,-45.8789134097
6.825,5.0,-5.0,-2.3746143027,-54.4658009127,-48.8687501717,-44.4658009127,-47.1093719887
6.836,5.0,-5.0,-2.35642892403,-55.0628516538,-49.4658009127,-45.0628516538,-47.6367172341
6.849,5.0,-5.0,-2.42613441961,-55.6599023948,-50.6599023948,-45.6599023948,-48.2519533538
6.861,5.0,-5.0,-2.38976366228,-56.2569531358,-51.2569531358,-46.2569531358,-48.8671894735
6.872,5.0,-5.0,-2.37159194399,-56.8540038768,-51.8540038768,-46.8540038768,-49.4824119328
6.883,5.0,-5.0,-2.44129743956,-58.0481053588,-52.4510546178,-48.0481053588,-50.0097571782
6.897,5.0,-5.0,-2.33522118666,-58.6451560998,-53.6451560998,-48.6451560998,-51.3281202918
6.909,5.0,-5.0,-2.31703580799,-59.2422068408,-54.2422068408,-49.2422068408,-51.9433564115
6.92,5.0,-5.0,-1.68361430965,-59.8392575819,-54.8392575819,-49.8392575819,-52.5585925312
6.93,5.0,-5.0,-2.17458879776,-60.4363083229,-55.4363083229,-50.4363083229,-53.2617195251
6.943,5.0,-5.0,-2.24429429333,-61.6304098049,-56.0333590639,-51.6304098049,-53.7890647705
6.955,5.0,-5.0,-2.13821804043,-62.2871666445,-56.6304098049,-52.2871666445,-55.1074278841
6.966,5.0,-5.0,-2.17973876039,-62.8842208006,-57.2871666445,-52.8842208006,-55.5468822553
6.977,5.0,-5.0,-2.3373385453,-63.4812749568,-58.4812749568,-53.4812749568,-56.162118375
6.987,5.0,-5.0,-2.31915658173,-64.0783291129,-58.4812749568,-54.0783291129,-56.7773544947
7.0,5.0,-5.0,-2.30097461816,-64.675383269,-59.675383269,-54.675383269,-57.4804814886
7.011,5.0,-5.0,-1.57966566067,-65.2724374251,-60.2724374251,-55.2724374251,-58.0957176083
7.022,5.0,-5.0,-2.15856517397,-65.8694915812,-60.8694915812,-55.8694915812,-58.7109264072
7.035,5.0,-5.0,-2.1403832104,-67.0635998934,-61.4665457373,-56.4665457373,-59.3261625269
7.047,5.0,-5.0,-2.21009212107,-67.6606540495,-62.0635998934,-57.6606540495,-60.5566347663
7.06,5.0,-5.0,-2.10401928325,-68.2577082056,-63.2577082056,-58.2577082056,-61.1718708859
7.071,5.0,-5.0,-1.47060120001,-68.8547623617,-63.8547623617,-58.8547623617,-61.7871070056
7.083,5.0,-5.0,-2.04947339254,-70.0488706739,-64.4518165178,-59.4518165178,-62.4023431253
7.096,5.0,-5.0,-2.03129142897,-70.64592483,-65.0488706739,-60.64592483,-63.6328153646
7.108,5.0,-5.0,-2.0131094654,-71.2429789862,-66.2429789862,-61.2429789862,-64.3359423586
7.121,5.0,-5.0,-1.37969138215,-71.8400331423,-66.8400331423,-61.8400331423,-64.863287604
7.133,5.0,-5.0,-1.95856357469,-72.4370872984,-67.4370872984,-62.4370872984,-65.4785237237
7.144,5.0,-5.0,-2.02827248536,-73.6311956106,-68.0341414545,-63.0341414545,-66.0058689691
7.154,5.0,-5.0,-2.01009052179,-74.2282497667,-68.6311956106,-64.2282497667,-66.6211050888
7.165,5.0,-5.0,-1.99190855822,-74.8253039228,-69.2282497667,-64.8253039228,-67.2363412085
7.177,5.0,-5.0,-1.97372659465,-75.4223580789,-69.8253039228,-65.4223580789,-68.4667861271
7.191,5.0,-5.0,-1.9970926718,-76.6761690747,-71.0791149185,-66.0791149185,-69.0820222467
7.206,5.0,-5.0,-2.15469245671,-77.2732232308,-72.2732232308,-67.2732232308,-70.1367127376
7.22,5.0,-5.0,-1.43338349922,-77.8702773869,-72.8702773869,-67.8702773869,-70.8398397315
7.233,5.0,-5.0,-2.01225569176,-78.467331543,-73.467331543,-68.467331543,-71.4550758512
7.246,5.0,-5.0,-1.99407372819,-79.6614398552,-74.0643856991,-69.6614398552,-72.0703119709
7.259,5.0,-5.0,-1.88800089037,-80.2584940113,-75.2584940113,-70.2584940113,-73.3886750845
7.271,5.0,-5.0,-1.8698189268,-80.8555481674,-75.8555481674,-70.8555481674,-74.0039112042
7.283,5.0,-5.0,-1.83345499966,-81.4526023235,-76.4526023235,-71.4526023235,-74.6191473239
7.296,5.0,-5.0,-1.81527303609,-82.6467106357,-77.0496564796,-72.6467106357,-75.2343834435
7.308,5.0,-5.0,-1.88498194676,-83.2437647918,-77.6467106357,-73.2437647918,-76.3769648086
7.32,5.0,-5.0,-1.86679998319,-83.8408189479,-78.8408189479,-73.8408189479,-76.9922009283
7.331,5.0,-5.0,-1.84861801962,-84.4378731041,-79.4378731041,-74.4378731041,-77.5195461738
7.343,5.0,-5.0,-1.90017228748,-85.6916840998,-80.0349272602,-75.6916840998,-78.1347549727
7.355,5.0,-5.0,-2.02958388168,-86.2887382559,-80.6916840998,-76.2887382559,-78.6621002181
7.365,5.0,-5.0,-2.09929279235,-86.885792412,-81.2887382559,-76.885792412,-79.1894454636
7.375,5.0,-5.0,-1.99321995454,-87.4828465681,-81.885792412,-77.4828465681,-79.8925724575
7.386,5.0,-5.0,-2.06292886521,-88.0799007242,-82.4828465681,-78.0799007242,-80.4199177029
7.398,5.0,-5.0,-2.04474690164,-88.6769548803,-83.0799007242,-78.6769548803,-81.7382808165
7.409,5.0,-5.0,-1.93867406383,-89.2740090364,-83.6769548803,-79.2740090364,-82.4414078104
7.42,5.0,-5.0,-1.83260122602,-89.8710631926,-84.8710631926,-79.8710631926,-82.9687530559
7.431,5.0,-5.0,-1.90231013669,-90.4681173487,-85.4681173487,-80.4681173487,-83.5839891755
7.443,5.0,-5.0,-1.26889205344,-91.0651715048,-86.0651715048,-81.0651715048,-84.1992252952
7.455,5.0,-5.0,-1.84776424597,-91.6622256609,-86.6622256609,-81.6622256609,-84.8144614149
7.465,5.0,-5.0,-1.8295822824,-92.8563271429,-87.259279817,-82.259279817,-85.4296975346
7.477,5.0,-5.0,-1.89928436288,-93.453381299,-87.8563271429,-83.453381299,-86.5722788997
7.489,5.0,-5.0,-1.88110239931,-94.0504354551,-89.0504354551,-84.0504354551,-87.1875150194
7.502,5.0,-5.0,-1.33560251106,-94.647482781,-89.647482781,-84.647482781,-87.7148329441
7.514,5.0,-5.0,-1.91446787341,-95.2445369371,-90.2445369371,-85.2445369371,-88.3300690637
7.525,5.0,-5.0,-1.80838820541,-96.4386384192,-90.8415842631,-85.8415842631,-89.0331960577
7.536,5.0,-5.0,-1.87809711608,-97.0356857451,-91.4386384192,-87.0356857451,-89.5605413031
7.548,5.0,-5.0,-1.85990832232,-97.632733071,-92.0356857451,-87.632733071,-90.7910135424
